IOC_type,Value,Source_feed,Confidence_Additional_info,Last_modified_date
url,hxxps://dooc-dar-b916.slrheeibtuebsid.workers[.]dev/6cdee6a3-49dc-45bd-a9fd-262295b619a6,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://nuclo-b1bb.laseiphnel.workers[.]dev/1b7cb86e-4eb9-402b-b353-b357463f4127,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://oudslc-docs-4c58.pchgpwahni.workers[.]dev/48eb0852-2a01-4cd0-8bc9-bd691fda8ad1,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://inv-shee-0d26.ieislnqveulte.workers[.]dev/f35e1e08-63c4-478e-9424-3aef07f60a01,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheets-term-2b6f.amariruth.workers[.]dev/ade06a6d-7a4a-405f-8506-e6a792febf4c,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://basedbar-df19.joanapatterson.workers[.]dev/6e1fd01e-4b23-4882-91bc-6e5556ccd770,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/3d9f9a92-855b-4a55-b64e-0edf5ba93d48,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://bitter-glitter-3cd5.epd5tuee.workers[.]dev/e172f6b8-6a60-41eb-be0e-08e09f54f7e1,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouuds-haze-bca9.esalasaimr-c19.workers[.]dev/5e75f3ab-c4c6-4ac3-9695-7c1d27ca15eb,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://basedbar-df19.joanapatterson.workers[.]dev/57c1dd2f-cafe-43aa-a196-bcc9ea1720e3,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://wood-82c2.jayden1077.workers[.]dev/4cf4a4b2-88b6-4015-8c8e-09ba912e9614,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/98db7414-4801-4653-a59a-f2f5f7bcd76c,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-bird-906f.inlukbatehret.workers[.]dev/41cc4ce9-4f01-4a00-bb16-901357c33c6b,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clous-lab-662a.tlavaeonryersvs.workers[.]dev/75000b5d-de1b-431a-9a04-fab10cec099c,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://dooc-dar-b916.slrheeibtuebsid.workers[.]dev/66ca2559-ecb5-4425-b2aa-45a78d1d05ce,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-ocd-87e8.nswoadaas.workers[.]dev/50369dc6-952d-4394-ba19-633ccb82c839,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/7994d7fb-d241-4b89-aaad-b3347283e116/,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://omudipe-3e72.itrlcuvapioelcr.workers[.]dev/970369c4-d17a-4e0b-8b53-4ca8a9415d10,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://aged-sunset-c81b.debra1027.workers[.]dev/0504379b-6c15-49a6-ad2b-5b37131c96a3,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://voice-chat-e42b.gzklq0kj.workers[.]dev/c7c261df-e189-4c3b-bb51-21fe095f4acd,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-inv-2f38.oednlakueupsap.workers[.]dev/9461571b-a9e5-4461-86f4-57e7c6193b0e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheets-term-2b6f.amariruth.workers[.]dev/3dc9b864-8cb6-40b9-afc0-2e223ef6950d,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/696f5606-2be7-4ebf-a281-1a6b15bc167e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloouds-bar-84ac.slrheeibtuebsid.workers[.]dev/b5a90fdc-4216-4673-ad79-7c1dfba4e0f8,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://dooc-dar-b916.slrheeibtuebsid.workers[.]dev/90906160-04f8-4f86-906d-ec081455b6b5,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloicel-8251.uckldadoaierbex.workers[.]dev/a6ad9a5d-be13-452e-b1aa-ec0a052aaef7,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://bitter-glitter-3cd5.epd5tuee.workers[.]dev/a88ed3a3-9897-4210-aed2-43d97fcecbbf,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouddd-1d8c.eleutamdcdla.workers[.]dev/a9fd0157-ba84-4cd6-84e6-e7f240e00a8f,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/ed133219-36cc-4e45-b768-19079f28cfb7,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-inv-2f38.oednlakueupsap.workers[.]dev/57997757-2045-482e-8eff-2f47cf327e5a,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clous-lab-662a.tlavaeonryersvs.workers[.]dev/6e1fb1c3-bbf5-463c-92e8-ff459ce0533e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/aeb3e4c4-8bdf-47ea-be1c-9135a778149a,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://haluuu.aardhnrscidcahr.workers[.]dev/8fec6bb7-4c36-4b4d-bd3d-56d558f9dd12,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://egfyua-winter-sea-8755.smilingpurple.workers[.]dev/95131e78-3bd8-4078-9667-0e55138a2af6,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouddd-1d8c.eleutamdcdla.workers[.]dev/b0373299-c336-4bcf-be8e-8b3e6ae51e5f,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://wood-82c2.jayden1077.workers[.]dev/aec4b35b-6307-46e6-b708-90282319b03e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://omudipe-3e72.itrlcuvapioelcr.workers[.]dev/42086339-9b69-42cf-b422-a81a1bc9125e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloud-new-grass-82b7.ptakptasyenlki.workers[.]dev/6cdc0048-c2e7-4497-9207-8b095d26a2ca,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://enjucm-6424.anotudhoeah.workers[.]dev/7193ce6d-80d9-4c82-9d12-ba8436eaa6ed,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloouds-bar-84ac.slrheeibtuebsid.workers[.]dev/852fe772-2649-44f4-b115-a79b5160a166,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloouds-bar-84ac.slrheeibtuebsid.workers[.]dev/9cf182c0-1e3a-435e-bf4a-ce1520e816ad,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://projeeect-sunset-27f3.citlaliheck.workers[.]dev/35463c1d-4dd2-42d6-a34c-d8b474e172fe,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://projeeect-sunset-27f3.citlaliheck.workers[.]dev/6650b5b5-4154-4f32-a593-5a78d4e08c6c,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://undec-ab94.djuleircendku.workers[.]dev/dfd1e492-0ef4-4899-a01c-6b4bd126e392,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://geea-d27e.elrtuearsddecul.workers[.]dev/9a5725a6-2d9e-4e7a-a997-8e4e82bd00d1,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://proposal-ce2a.cullen1015.workers[.]dev/5448f617-9a60-4bfe-a3e5-60efc4d0b42a,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/798ab16d-13af-4df9-b748-e537902d1f8b,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloicel-8251.uckldadoaierbex.workers[.]dev/b1c18233-ed73-4135-8c97-2d9e01872b56,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://omudipe-3e72.itrlcuvapioelcr.workers[.]dev/3485f79e-f4d7-4747-b836-c87a8ee5a7c5,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://blou-79bc.hedozriikbe.workers[.]dev/a7ca31a9-3a56-4340-a57d-c7d31a957657,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://filrem-clouds-f600.larerercgbanelu.workers[.]dev/d95d956b-3702-4feb-8beb-9ac099585949,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://omudipe-3e72.itrlcuvapioelcr.workers[.]dev/c7293c53-8aa9-4d6c-834e-41a1e33b7fac,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouddd-1d8c.eleutamdcdla.workers[.]dev/02141a22-ae69-45a8-9b32-3e5ac6c878bf,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-tain-fce5.cmcayeyuhnaess.workers[.]dev/403eb486-d8ed-4a2d-b45e-9ce4171d678b,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheetrm-1c7f.krystengraff.workers[.]dev/51703c06-1e77-4788-b3f8-ea0962fb6013,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouuds-haze-bca9.esalasaimr-c19.workers[.]dev/6904c75a-e35c-4cb3-bdf2-34b0cd9b58d6,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://project-base-4b4d.tierfaitneuro.workers[.]dev/ccde6689-0a83-407d-a735-cc8bfcf8acb1,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://crownjul-dreasm-7206.olinltjsacnrai.workers[.]dev/d47d4240-3b80-487a-b956-969138ebc067,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://enjucm-6424.anotudhoeah.workers[.]dev/76da9679-7a5a-48ae-855f-baada9ee6794,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouddd-1d8c.eleutamdcdla.workers[.]dev/48ff5681-36d2-4b27-9f3b-dd86efc57607,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://basedbar-df19.joanapatterson.workers[.]dev/600d3e68-9a22-4282-ab48-beb660d20411,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://coreplesk-cake-7dbf.leacshlenmmdgza.workers[.]dev/66bc615c-5d5d-4202-9b13-8bbfe7066537,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://haluuu.aardhnrscidcahr.workers[.]dev/e43e6499-ab63-43c5-8503-6e78d3150bc6,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://filrem-clouds-f600.larerercgbanelu.workers[.]dev/4332ad1c-f9b4-49a8-9f6e-0f8605b307cb,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://projeeect-sunset-27f3.citlaliheck.workers[.]dev/106723f1-5092-42cd-8bb7-0bb0dc5ce06e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://basedbar-df19.joanapatterson.workers[.]dev/46459b15-136f-4347-a127-561309fe9997,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/ba623fa5-55cd-47c6-8362-30bc857ef192,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouddd-1d8c.eleutamdcdla.workers[.]dev/a69a37cb-ebff-4191-bebf-e61c27658d44,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheets-term-2b6f.amariruth.workers[.]dev/52e90133-eea3-4446-90a4-de05fdcf4d8e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/d944ecff-9887-4971-bcb1-c0bca1419b8d,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://reconnec-tree-fb13.aybnmmtiluah.workers[.]dev/794a8f44-e537-484e-b022-7b11d44b711d,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloudl-191c.aoapuulz.workers[.]dev/76832f45-380b-4d4a-9573-f4068d105c4f,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheeetss-99b3.sbretasaheliba.workers[.]dev/1ee9f18f-c62f-41cb-9f42-174127e981c1,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheets-term-2b6f.amariruth.workers[.]dev/05b0af8a-e9ed-4f24-acb9-cd0a6b4e7d99,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://generals-dawn-cf0d.dnayipmrindk.workers[.]dev/eb8a4389-0b30-4bf6-91da-695870e03cb8,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/16dc4727-ad22-4926-b13e-dc39bc796e45,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://d0ocs-ow-9c42.nganarxnksoroo.workers[.]dev/5c9b4e65-aa2a-4d9f-94f8-f7d1634a1c4d,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/f9610559-734f-4780-9ee4-c1685fbd9d45,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://reconnec-tree-fb13.aybnmmtiluah.workers[.]dev/127bc3ea-1e0a-44f8-a9aa-6da1fe51cd2a,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://aged-sunset-c81b.debra1027.workers[.]dev/11abf346-56fe-43bf-a714-20cdbb51f980,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://haluuu.aardhnrscidcahr.workers[.]dev/eb3eacc7-cda6-4fad-859e-29a66c3620f3,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloouds-bar-84ac.slrheeibtuebsid.workers[.]dev/29bcfc2f-17d5-4708-94c1-41c0447252f2,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://oudslc-docs-4c58.pchgpwahni.workers[.]dev/06c50003-a992-44f2-9cab-016dd1cd41c9,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://inv-shee-0d26.ieislnqveulte.workers[.]dev/420c67c9-91e1-46e1-825f-ca675427a8f5,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouddd-1d8c.eleutamdcdla.workers[.]dev/7b0fd763-6b84-461f-8caf-689b1890d316,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://crimson-cell-4c00.9kgfjtlv.workers[.]dev/7abcf3d3-77dd-418e-9f4a-6420c024d405,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-ocd-87e8.nswoadaas.workers[.]dev/3abe2166-e51e-4582-b83c-2f3d641bea01,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-scene-ed7a.emiliafalk.workers[.]dev/3573ae43-709c-4a15-8155-c30d72ad1527,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://reconnec-tree-fb13.aybnmmtiluah.workers[.]dev/d69a9b42-7265-427f-9235-20071da75a18,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://d0ocs-ow-9c42.nganarxnksoroo.workers[.]dev/e7abccb8-1517-43c7-a39e-d3c87e707689,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://undec-ab94.djuleircendku.workers[.]dev/6213c8a8-4c20-4aa8-ba01-085987a328ba,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/a2c2a257-3b9b-49c0-9520-60565e472fbb,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/52aea233-2e3a-4365-ae77-a6e6a6547c0a,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://wood-82c2.jayden1077.workers[.]dev/3e1f8160-2de8-4509-8ec6-6f05d92634c4,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://hero-thunder-ef0c.lexiegamboa.workers[.]dev/d81a534d-7519-4398-8f68-709343874364,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://dry-scene-66f4.so3yeui8.workers[.]dev/8bea3f98-70f6-40bf-a4c1-5b304bb0c474,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://core-bonus-3844.caileymcclendon.workers[.]dev/62c24d0f-fa3e-4251-b9e8-240e557f1d3f,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloouds-bar-84ac.slrheeibtuebsid.workers[.]dev/57b2d90c-9514-4bfb-8e5f-0a54212b0215,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://falling-hall-35ca.bzefiragnloe1965.workers[.]dev/33fb5792-b851-4c17-a004-0cedb9a59fc8,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/3c7b9ef1-e254-4ea5-809a-1cee2ad16197,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://shadoc-unit-d523.einureqbaftjc.workers[.]dev/bf4ae96f-ea69-4b64-88e2-f726e6884572,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloouds-bar-84ac.slrheeibtuebsid.workers[.]dev/cc1c9162-4589-4d6d-83bd-9a5e44896e20,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://shadoc-unit-d523.einureqbaftjc.workers[.]dev/993f3eb5-2265-48fd-b698-0cfd53bc11b7,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://reconnec-tree-fb13.aybnmmtiluah.workers[.]dev/8a01ff43-fd59-4faa-b11b-b97ef5e6096c,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://filrem-clouds-f600.larerercgbanelu.workers[.]dev/01f5068f-2c4d-4abf-b5d7-640775a538d9,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheets-term-2b6f.amariruth.workers[.]dev/0342fc52-0577-4756-a974-6a39a878aab8,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://omudipe-3e72.itrlcuvapioelcr.workers[.]dev/096df324-a984-4e93-92dd-11681630da6b,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/46242c63-9256-4193-9077-e03109e2cb42,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-scene-ed7a.emiliafalk.workers[.]dev/ff11009d-7545-473b-9b95-cb6eda4a62f5,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://shadoc-unit-d523.einureqbaftjc.workers[.]dev/5486882c-3094-4c11-a8a6-32a9dd20b5de,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://aged-sunset-c81b.debra1027.workers[.]dev/d8ce86ea-601a-44e7-9ede-2e059b411515,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://munal-ed0b.lsoysraiae.workers[.]dev/a271f487-5233-4892-9bb9-ae963596703f,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-inv-2f38.oednlakueupsap.workers[.]dev/f09a2626-1208-4ed9-affc-b77852a2ecb5,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://crimson-cell-4c00.9kgfjtlv.workers[.]dev/7f3ac106-2c3a-4e52-b69e-386748c3dbd8,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://haluuu.aardhnrscidcahr.workers[.]dev/a068e7f8-252d-4dcf-9fae-3aa8384722ec,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://shadoc-unit-d523.einureqbaftjc.workers[.]dev/4c6fe9f3-955b-454f-8eb5-cc6af48d65d6,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/b01d229d-daec-4f3c-ba7d-4169f4e14267,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://nuclo-b1bb.laseiphnel.workers[.]dev/6371009e-f3f4-4db5-820b-b8671f835918,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://haluuu.aardhnrscidcahr.workers[.]dev/dc14cf99-5783-4d8b-aa44-49171905e63a,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://frosty-document-5022.dscgs8xo.workers[.]dev/6754df67-083a-4ff6-9ffc-9f7b4fd6b744,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://oudslc-docs-4c58.pchgpwahni.workers[.]dev/2efcc985-f545-4538-9ed5-b0a95660b6d9,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://hycloud-c6f3.ylunndoiclrdaa.workers[.]dev/2e25a6d2-0bff-407e-aa8c-061a59cfdfee,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://wood-82c2.jayden1077.workers[.]dev/c044d04b-10f3-46ec-97e0-03ba5c579144,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://project-base-4b4d.tierfaitneuro.workers[.]dev/1e36c5c1-94ce-4be9-87a6-96f51cf5ac6a,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://inv-shee-0d26.ieislnqveulte.workers[.]dev/01b6926d-22d6-40a2-b0e3-e7a067f50f81,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheets-term-2b6f.amariruth.workers[.]dev/2da35f79-cdf1-4f6b-a33b-126e5758abe3,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://green-shared-211d.ecormllhoi.workers[.]dev/7d4981a7-3706-4c24-86f3-7f6be32ed7c9,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouuu-1faa.uicnotksbreal.workers[.]dev/b4452a8b-20ed-4be1-bb0c-d6507201e891,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloicel-8251.uckldadoaierbex.workers[.]dev/c88c0105-b036-4583-a182-90ce4f60dad1,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://clouds-cake-4525.teairncakli.workers[.]dev/28ecdf67-9fd5-4b21-b9ab-47ead437463e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://orebu-cloud-3bde.lwvemrlaensi.workers[.]dev/df490f5b-ca30-412c-b52c-98da45de09de,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://inv-shee-0d26.ieislnqveulte.workers[.]dev/1e87212a-4c28-48a1-b0cb-3d89ced998a1,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://shadoc-unit-d523.einureqbaftjc.workers[.]dev/5cb3bb2c-8bce-4cf8-93e9-1b02da61d92c,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://dooc-dar-b916.slrheeibtuebsid.workers[.]dev/ddc5e453-2e63-446a-b124-490ad07a471e,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://basedbar-df19.joanapatterson.workers[.]dev/d7d9d6f2-d832-4d4c-9382-ccdfc121b15f,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://proposal-ce2a.cullen1015.workers[.]dev/f1c65270-cb19-4036-9a1c-a8ee21e13d32,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheets-term-2b6f.amariruth.workers[.]dev/765bbec4-983b-4ee9-9663-50f53ba365bf,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://shadoc-unit-d523.einureqbaftjc.workers[.]dev/b7559608-bb6d-4570-8c9c-758efde1ce53,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://generals-dawn-cf0d.dnayipmrindk.workers[.]dev/3259023c-ac6d-4ee2-aa1a-b724af12d00a,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://haluuu.aardhnrscidcahr.workers[.]dev/910d0d55-a7cd-4852-8f6b-96b67654708c,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://omudipe-3e72.itrlcuvapioelcr.workers[.]dev/d8d592d6-51c6-4f16-adab-2220c5ed292d,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://cloouds-bar-84ac.slrheeibtuebsid.workers[.]dev/b93e1796-3aad-4ed7-9d32-aac198e1c721,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://crownjul-dreasm-7206.olinltjsacnrai.workers[.]dev/2dae2e75-5179-403c-853b-2fb4cc988f96,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://yellow-recipe-c615.wl5n4b9b.workers[.]dev/ec6d5446-2995-468f-a57c-d098e08343e9,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://wood-82c2.jayden1077.workers[.]dev/03ea6725-5636-446a-b592-848b230ebf11,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://wood-82c2.jayden1077.workers[.]dev/1adcc897-e80c-4919-9716-1d25e2d09823/,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://omudipe-3e72.itrlcuvapioelcr.workers[.]dev/ae762441-3fdf-4f54-b2f0-9b9515388c84,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
url,hxxps://sheets-term-2b6f.amariruth.workers[.]dev/ae153bed-32d7-401f-900c-9ce9b219c35c,Netskope Threat Labs,Phishing | CloudflareWorkers,2026-08-05
